"data_as_of","death_year","death_month","jurisdiction_occurrence","drug_involved","time_period","month_ending_date","drug_overdose_deaths","footnote"
"01/04/2026","2023","1","United States","Cocaine","12 month-ending","01/31/2023","29,811",
"01/04/2026","2023","1","United States","Fentanyl","12 month-ending","01/31/2023","74,525",
"01/04/2026","2023","1","United States","Gabapentin","12 month-ending","01/31/2023","4,303",
"01/04/2026","2023","1","United States","Heroin","12 month-ending","01/31/2023","5,719",
"01/04/2026","2023","1","United States","Methamphetamine","12 month-ending","01/31/2023","33,542",
"01/04/2026","2023","1","United States","Oxycodone","12 month-ending","01/31/2023","4,458",
"01/04/2026","2023","1","United States","Xylazine","12 month-ending","01/31/2023","4,501",
"01/04/2026","2023","2","United States","Cocaine","12 month-ending","02/28/2023","30,023",
"01/04/2026","2023","2","United States","Fentanyl","12 month-ending","02/28/2023","74,646",
"01/04/2026","2023","2","United States","Gabapentin","12 month-ending","02/28/2023","4,324",
"01/04/2026","2023","2","United States","Heroin","12 month-ending","02/28/2023","5,541",
"01/04/2026","2023","2","United States","Methamphetamine","12 month-ending","02/28/2023","33,691",
"01/04/2026","2023","2","United States","Oxycodone","12 month-ending","02/28/2023","4,418",
"01/04/2026","2023","2","United States","Xylazine","12 month-ending","02/28/2023","4,611",
"01/04/2026","2023","3","United States","Cocaine","12 month-ending","03/31/2023","30,344",
"01/04/2026","2023","3","United States","Fentanyl","12 month-ending","03/31/2023","75,022",
"01/04/2026","2023","3","United States","Gabapentin","12 month-ending","03/31/2023","4,317",
"01/04/2026","2023","3","United States","Heroin","12 month-ending","03/31/2023","5,366",
"01/04/2026","2023","3","United States","Methamphetamine","12 month-ending","03/31/2023","33,896",
"01/04/2026","2023","3","United States","Oxycodone","12 month-ending","03/31/2023","4,397",
"01/04/2026","2023","3","United States","Xylazine","12 month-ending","03/31/2023","4,690",
"01/04/2026","2023","4","United States","Cocaine","12 month-ending","04/30/2023","30,735",
"01/04/2026","2023","4","United States","Fentanyl","12 month-ending","04/30/2023","75,674",
"01/04/2026","2023","4","United States","Gabapentin","12 month-ending","04/30/2023","4,378",
"01/04/2026","2023","4","United States","Heroin","12 month-ending","04/30/2023","5,244",
"01/04/2026","2023","4","United States","Methamphetamine","12 month-ending","04/30/2023","34,333",
"01/04/2026","2023","4","United States","Oxycodone","12 month-ending","04/30/2023","4,409",
"01/04/2026","2023","4","United States","Xylazine","12 month-ending","04/30/2023","4,773",
"01/04/2026","2023","5","United States","Cocaine","12 month-ending","05/31/2023","31,173",
"01/04/2026","2023","5","United States","Fentanyl","12 month-ending","05/31/2023","76,334",
"01/04/2026","2023","5","United States","Gabapentin","12 month-ending","05/31/2023","4,356",
"01/04/2026","2023","5","United States","Heroin","12 month-ending","05/31/2023","5,104",
"01/04/2026","2023","5","United States","Methamphetamine","12 month-ending","05/31/2023","34,661",
"01/04/2026","2023","5","United States","Oxycodone","12 month-ending","05/31/2023","4,409",
"01/04/2026","2023","5","United States","Xylazine","12 month-ending","05/31/2023","4,908",
"01/04/2026","2023","6","United States","Cocaine","12 month-ending","06/30/2023","31,562",
"01/04/2026","2023","6","United States","Fentanyl","12 month-ending","06/30/2023","76,657",
"01/04/2026","2023","6","United States","Gabapentin","12 month-ending","06/30/2023","4,360",
"01/04/2026","2023","6","United States","Heroin","12 month-ending","06/30/2023","5,000",
"01/04/2026","2023","6","United States","Methamphetamine","12 month-ending","06/30/2023","34,743",
"01/04/2026","2023","6","United States","Oxycodone","12 month-ending","06/30/2023","4,397",
"01/04/2026","2023","6","United States","Xylazine","12 month-ending","06/30/2023","5,058",
"01/04/2026","2023","7","United States","Cocaine","12 month-ending","07/31/2023","31,827",
"01/04/2026","2023","7","United States","Fentanyl","12 month-ending","07/31/2023","76,724",
"01/04/2026","2023","7","United States","Gabapentin","12 month-ending","07/31/2023","4,353",
"01/04/2026","2023","7","United States","Heroin","12 month-ending","07/31/2023","4,828",
"01/04/2026","2023","7","United States","Methamphetamine","12 month-ending","07/31/2023","34,992",
"01/04/2026","2023","7","United States","Oxycodone","12 month-ending","07/31/2023","4,345",
"01/04/2026","2023","7","United States","Xylazine","12 month-ending","07/31/2023","5,174",
"01/04/2026","2023","8","United States","Cocaine","12 month-ending","08/31/2023","32,117",
"01/04/2026","2023","8","United States","Fentanyl","12 month-ending","08/31/2023","76,614",
"01/04/2026","2023","8","United States","Gabapentin","12 month-ending","08/31/2023","4,329",
"01/04/2026","2023","8","United States","Heroin","12 month-ending","08/31/2023","4,672",
"01/04/2026","2023","8","United States","Methamphetamine","12 month-ending","08/31/2023","35,253",
"01/04/2026","2023","8","United States","Oxycodone","12 month-ending","08/31/2023","4,351",
"01/04/2026","2023","8","United States","Xylazine","12 month-ending","08/31/2023","5,321",
"01/04/2026","2023","9","United States","Cocaine","12 month-ending","09/30/2023","32,107",
"01/04/2026","2023","9","United States","Fentanyl","12 month-ending","09/30/2023","76,278",
"01/04/2026","2023","9","United States","Gabapentin","12 month-ending","09/30/2023","4,269",
"01/04/2026","2023","9","United States","Heroin","12 month-ending","09/30/2023","4,536",
"01/04/2026","2023","9","United States","Methamphetamine","12 month-ending","09/30/2023","35,179",
"01/04/2026","2023","9","United States","Oxycodone","12 month-ending","09/30/2023","4,275",
"01/04/2026","2023","9","United States","Xylazine","12 month-ending","09/30/2023","5,544",
"01/04/2026","2023","10","United States","Cocaine","12 month-ending","10/31/2023","32,061",
"01/04/2026","2023","10","United States","Fentanyl","12 month-ending","10/31/2023","75,499",
"01/04/2026","2023","10","United States","Gabapentin","12 month-ending","10/31/2023","4,181",
"01/04/2026","2023","10","United States","Heroin","12 month-ending","10/31/2023","4,392",
"01/04/2026","2023","10","United States","Methamphetamine","12 month-ending","10/31/2023","35,014",
"01/04/2026","2023","10","United States","Oxycodone","12 month-ending","10/31/2023","4,246",
"01/04/2026","2023","10","United States","Xylazine","12 month-ending","10/31/2023","5,728",
"01/04/2026","2023","11","United States","Cocaine","12 month-ending","11/30/2023","31,955",
"01/04/2026","2023","11","United States","Fentanyl","12 month-ending","11/30/2023","74,541",
"01/04/2026","2023","11","United States","Gabapentin","12 month-ending","11/30/2023","4,099",
"01/04/2026","2023","11","United States","Heroin","12 month-ending","11/30/2023","4,227",
"01/04/2026","2023","11","United States","Methamphetamine","12 month-ending","11/30/2023","34,739",
"01/04/2026","2023","11","United States","Oxycodone","12 month-ending","11/30/2023","4,196",
"01/04/2026","2023","11","United States","Xylazine","12 month-ending","11/30/2023","5,912",
"01/04/2026","2023","12","United States","Cocaine","12 month-ending","12/31/2023","31,714",
"01/04/2026","2023","12","United States","Fentanyl","12 month-ending","12/31/2023","73,348",
"01/04/2026","2023","12","United States","Gabapentin","12 month-ending","12/31/2023","4,026",
"01/04/2026","2023","12","United States","Heroin","12 month-ending","12/31/2023","4,074",
"01/04/2026","2023","12","United States","Methamphetamine","12 month-ending","12/31/2023","34,201",
"01/04/2026","2023","12","United States","Oxycodone","12 month-ending","12/31/2023","4,143",
"01/04/2026","2023","12","United States","Xylazine","12 month-ending","12/31/2023","6,099",
"01/04/2026","2024","1","United States","Cocaine","12 month-ending","01/31/2024","31,369",
"01/04/2026","2024","1","United States","Fentanyl","12 month-ending","01/31/2024","72,000",
"01/04/2026","2024","1","United States","Gabapentin","12 month-ending","01/31/2024","4,034",
"01/04/2026","2024","1","United States","Heroin","12 month-ending","01/31/2024","3,960",
"01/04/2026","2024","1","United States","Methamphetamine","12 month-ending","01/31/2024","33,829",
"01/04/2026","2024","1","United States","Oxycodone","12 month-ending","01/31/2024","4,134",
"01/04/2026","2024","1","United States","Xylazine","12 month-ending","01/31/2024","6,302",
"01/04/2026","2024","2","United States","Cocaine","12 month-ending","02/29/2024","31,096",
"01/04/2026","2024","2","United States","Fentanyl","12 month-ending","02/29/2024","70,787",
"01/04/2026","2024","2","United States","Gabapentin","12 month-ending","02/29/2024","3,979",
"01/04/2026","2024","2","United States","Heroin","12 month-ending","02/29/2024","3,845",
"01/04/2026","2024","2","United States","Methamphetamine","12 month-ending","02/29/2024","33,572",
"01/04/2026","2024","2","United States","Oxycodone","12 month-ending","02/29/2024","4,066",
"01/04/2026","2024","2","United States","Xylazine","12 month-ending","02/29/2024","6,433",
"01/04/2026","2024","3","United States","Cocaine","12 month-ending","03/31/2024","30,569",
"01/04/2026","2024","3","United States","Fentanyl","12 month-ending","03/31/2024","68,923",
"01/04/2026","2024","3","United States","Gabapentin","12 month-ending","03/31/2024","3,915",
"01/04/2026","2024","3","United States","Heroin","12 month-ending","03/31/2024","3,685",
"01/04/2026","2024","3","United States","Methamphetamine","12 month-ending","03/31/2024","33,067",
"01/04/2026","2024","3","United States","Oxycodone","12 month-ending","03/31/2024","3,971",
"01/04/2026","2024","3","United States","Xylazine","12 month-ending","03/31/2024","6,531",
"01/04/2026","2024","4","United States","Cocaine","12 month-ending","04/30/2024","29,941",
"01/04/2026","2024","4","United States","Fentanyl","12 month-ending","04/30/2024","66,914",
"01/04/2026","2024","4","United States","Gabapentin","12 month-ending","04/30/2024","3,813",
"01/04/2026","2024","4","United States","Heroin","12 month-ending","04/30/2024","3,573",
"01/04/2026","2024","4","United States","Methamphetamine","12 month-ending","04/30/2024","32,501",
"01/04/2026","2024","4","United States","Oxycodone","12 month-ending","04/30/2024","3,872",
"01/04/2026","2024","4","United States","Xylazine","12 month-ending","04/30/2024","6,561",
"01/04/2026","2024","5","United States","Cocaine","12 month-ending","05/31/2024","29,239",
"01/04/2026","2024","5","United States","Fentanyl","12 month-ending","05/31/2024","64,688",
"01/04/2026","2024","5","United States","Gabapentin","12 month-ending","05/31/2024","3,771",
"01/04/2026","2024","5","United States","Heroin","12 month-ending","05/31/2024","3,467",
"01/04/2026","2024","5","United States","Methamphetamine","12 month-ending","05/31/2024","31,938",
"01/04/2026","2024","5","United States","Oxycodone","12 month-ending","05/31/2024","3,798",
"01/04/2026","2024","5","United States","Xylazine","12 month-ending","05/31/2024","6,535",
"01/04/2026","2024","6","United States","Cocaine","12 month-ending","06/30/2024","28,554",
"01/04/2026","2024","6","United States","Fentanyl","12 month-ending","06/30/2024","62,593",
"01/04/2026","2024","6","United States","Gabapentin","12 month-ending","06/30/2024","3,688",
"01/04/2026","2024","6","United States","Heroin","12 month-ending","06/30/2024","3,300",
"01/04/2026","2024","6","United States","Methamphetamine","12 month-ending","06/30/2024","31,526",
"01/04/2026","2024","6","United States","Oxycodone","12 month-ending","06/30/2024","3,714",
"01/04/2026","2024","6","United States","Xylazine","12 month-ending","06/30/2024","6,517",
"01/04/2026","2024","7","United States","Cocaine","12 month-ending","07/31/2024","27,819",
"01/04/2026","2024","7","United States","Fentanyl","12 month-ending","07/31/2024","59,959",
"01/04/2026","2024","7","United States","Gabapentin","12 month-ending","07/31/2024","3,619",
"01/04/2026","2024","7","United States","Heroin","12 month-ending","07/31/2024","3,221",
"01/04/2026","2024","7","United States","Methamphetamine","12 month-ending","07/31/2024","30,707",
"01/04/2026","2024","7","United States","Oxycodone","12 month-ending","07/31/2024","3,668",
"01/04/2026","2024","7","United States","Xylazine","12 month-ending","07/31/2024","6,536",
"01/04/2026","2024","8","United States","Cocaine","12 month-ending","08/31/2024","26,838",
"01/04/2026","2024","8","United States","Fentanyl","12 month-ending","08/31/2024","57,195",
"01/04/2026","2024","8","United States","Gabapentin","12 month-ending","08/31/2024","3,513",
"01/04/2026","2024","8","United States","Heroin","12 month-ending","08/31/2024","3,102",
"01/04/2026","2024","8","United States","Methamphetamine","12 month-ending","08/31/2024","29,851",
"01/04/2026","2024","8","United States","Oxycodone","12 month-ending","08/31/2024","3,602",
"01/04/2026","2024","8","United States","Xylazine","12 month-ending","08/31/2024","6,516",
"01/04/2026","2024","9","United States","Cocaine","12 month-ending","09/30/2024","25,999",
"01/04/2026","2024","9","United States","Fentanyl","12 month-ending","09/30/2024","54,485",
"01/04/2026","2024","9","United States","Gabapentin","12 month-ending","09/30/2024","3,437",
"01/04/2026","2024","9","United States","Heroin","12 month-ending","09/30/2024","2,992",
"01/04/2026","2024","9","United States","Methamphetamine","12 month-ending","09/30/2024","29,187",
"01/04/2026","2024","9","United States","Oxycodone","12 month-ending","09/30/2024","3,535",
"01/04/2026","2024","9","United States","Xylazine","12 month-ending","09/30/2024","6,440",
"01/04/2026","2024","10","United States","Cocaine","12 month-ending","10/31/2024","25,111",
"01/04/2026","2024","10","United States","Fentanyl","12 month-ending","10/31/2024","51,911",
