uniqueID,drugName,condition,text,rating,date,usefulCount
80497.0,Mobic,Osteoarthritis,"""Pain in neck, shoulders, hips, hands and knees gone within a day!  I can ride in a car and I'm sleeping without waking every hour.  It's been a miracle for me.  No side effects.  I'm terrified I may have to give this up due to stomach issues.  I can't go back to the pain.  I feel fabulous after years of misery.""",10.0,2-Nov-11,97.0
39561.0,Contrave,Obesity,"""I have been on Contrave for two weeks, and am down 12lbs. It has absolutely taken away my cravings for fatty food, and also that glass of wine I craved after work each night! The only side effect I have had is constipation, but taking a stool softener has helped that a lot. This is the only medication I have ever taken that has actually done what the description says it should. I couldn't be happier with my results so far. It is a little pricey, but to find something that actually helps in my weight loss battle, it is worth it to me to cut back in other areas.""",9.0,11-Apr-16,41.0
213734.0,Tioconazole,Vaginal Yeast Infection,"""I just inserted the oval about 45 minutes ago and I unfortunately have not been able to sleep due to the pain. Mine feels more internal though! When I apply the cream it doesn't burn it's up in there that does!! And I constantly am running to the toilet cause it feels like I have to pee and when I do dribble a little out it burns horribly a little more than it already did! I really hope this kicks in....and fast! All in all, I'm not prone to yeast infections however my mom is and she takes cranberry pill capsules daily and apparently it really benefits down there so I recommend that so you don't have to go down this path....times like this I wish I would have listened to my mother lol!! Nothin wrong with cranberry in ur system prone or not""",6.0,6-Apr-17,1.0
102194.0,Spiriva,"COPD, Maintenance","""I have been on Spiriva for a few years.  It has helped my COPD.  I have noticed that I have suffered acid reflux more recently this past year.  I have also complained to my eye Dr. that my eyeballs feel swollen and must blink constantly because of some fluid in my eyes causing blurred vision.  The Dr. said he doesn't know why I am suffering with these symptoms.  Last January 2016 he did discover Glaucoma in one eye.  My next appt. is April 2017.  I will see what he has to say regarding my taking Spiriva.  I am waiting for my PCP to get back to me.  I never realized you MUST keep your eyes closed when taking this Med.  I pray it is NOT permanent damage to my eyes.""",7.0,6-Mar-17,27.0
208710.0,Belsomra,Insomnia,"""Wow a 2.5 mg pill so half a 5mg tablet worked amazingly.  I can't believe how well it worked!""",9.0,19-Apr-17,13.0
75496.0,Azathioprine,"Crohn's Disease, Maintenance","""I have had Crohn's disease for 19 years and have been on many different medications. I have been hospitalized 6 times, where they shut down the colon to leave it to rest (no surgeries).  I have taken Imuran for 7 years and until last month have only had 4 flareups to account for, my doctors put me on a steroid  (not something that you want to take a lot of). For me this is usually about a 2-3 month process.  Unfortunately, my thyroid has gone from hypo to hyper and my Crohn's disease and blood pressure is out of control.  So my doctors have suggested I try Remicade...I have just had my second infusion, still taking Imuran, and 30mg of steroid, hoping to see some results soon.""",7.0,6-Feb-10,23.0
157635.0,Accutane,Acne,"""within the first two months on acutane my acne got much much worse but after that it got much bettter although it did leave behind many scars due to the severity of my acne because of the medicine in the first two months ... if I knew this would happen I would've just let my acne play out without the acutane""",5.0,27-Nov-16,11.0
42020.0,Simcor,High Cholesterol,"""Been taking 2 Simcor tablets daily. Was on 10mg Lipitor and 145mg Tricor. Cholesterol was okay but my triglycerides went over 500. Tricor has been added to Simcor now. LDL and HDL did improve.""",6.0,24-Jul-09,5.0
53150.0,Ceftriaxone,Pneumonia,"""'Came down with what seemed like a bad bout of influenza on a Friday night. Absent from work Monday, and Tuesday.  Wednesday and my cough is dry, chest heavy, gurgling sound in my chest. I thought it was wheezing, but that sound didn't go away even after inhalers.  I regret returning to work on Wednesday, but I've used up my sick time. Doctor gave me Rocephin on Thursday morning. By Thursday evening, I'm feeling good enough to be bored and wanting to return to work!  The creators of this medicine deserve Nobel Prize!""",10.0,3-Nov-17,2.0
112476.0,Trihexyphenidyl,Extrapyramidal Reaction,"""i have athetoid spastic cp and when i was on it, it worked for a few years  but it stopped working.""",3.0,27-May-16,1.0
96082.0,Sertraline,Depression,"""I first took Zoloft (50mg/daily) after my Mother died in 1995. I was on an emotional roller coaster worse than anything I'd ever experienced.  I was devastated, deeply depressed, angry, irritable, suicidal, (all of which run in my family) and didn't care about my usual interests, hobbies, or job anymore.  In combination with 6 months of weekly cognitive therapy, Zoloft quite literally saved my life.  I stayed on it for about 8 years with good results. 

Fast forward to 2010: I was diagnosed with Stage 3 lymph node positive colon cancer, and in the last 18 months I've been through 2 surgeries, 6 months of chemo, and all the usual horrible side effects. Another emotional roller coaster.  My friend, Zoloft, came to the rescue again. """,10.0,26-May-12,88.0
109778.0,Nexplanon,Birth Control,"""The only thing I like about Nexplanon is that is has not (and I hope won't) allow me to get pregnant... But I'm getting more than regular periods, and between those, constant spotting. My mood swings are ridiculous. My partner is constantly walking on eggshells around me. I was never ever like this before my implant. 
I'm going to have it removed.""",5.0,18-Jul-16,7.0
104350.0,Ethinyl estradiol / levonorgestrel,Birth Control,"""I've been on this pill for 3 years now.  I had been taking Seasonique, but had some weight gain and mood swings so my doctor recommended Quasense.  I experienced some light spotting after the first month, but nothing more.  No acne, no depression, and no real weight gain.  I've noticed that I retain water more than ever before, but I cut back on the sodium and increased my water intake, which is a good thing to do anyway.""",9.0,9-Aug-12,11.0
86865.0,Latuda,Bipolar Disorde,"""Did not help depression and caused involuntary facial expressions even after stopping. Permanent... raised sugar diabetic???""",1.0,14-May-17,10.0
112899.0,Bisacodyl,Constipation,"""I have constipation issues due to pregnancy and  Roux-en-Y pouch (Rny pouch from gastric surgery). Took 3 pills around 8:30pm. I must say first I have tried every other safe option for my situation and this is the only thing that worked. Loose stools but what a relief! It worked around 3:30 am. Only side affect I experienced was a little gas right before BM""",10.0,26-Sep-17,0.0
96825.0,Ambien,Insomnia,"""It&rsquo;s been a miracle drug for me for 3 years. Just take it responsibly (I started off 5mg/night, now I&rsquo;m on 10mg/night), never anything more. 10mg still works for me, even after 2 years of being at this dose. For someone who needs to be functional, productive, and aware in the morning, a good night&rsquo;s sleep is essential. It might not work for everyone, but as a chronic insomniac since childhood, It&rsquo;s been a life saver!""",10.0,15-Nov-17,6.0
150167.0,Mucinex D,Cough and Nasal Congestion,"""I was getting really sick but had to travel for work. My lungs hurt so badly I thought I was going to land myself in the ER. I got off a flight and grabbed some Mucinex at the airport and got to my hotel. I was having such a hard time breathing and was coughing so badly I hadn't slept in nights. I took the mucinex and slept all night long and woke up and got stuff out of my lungs and felt SO much better.""",10.0,17-Apr-15,25.0
54237.0,Naloxegol,"Constipation, Drug Induced","""Used opioids for years went on methadone and movantix and worked within hours after not going for a week at a time almost regularly.  Now go everyday and have lost 10 pounds to boot!  So happy this drug exists . I had no pain at first a little intestinal cramping moving out of my system,  after a few days regular no cramping at all,   miracle fix for constipation for people who have to regularly take pain meds!""",10.0,13-Aug-16,27.0
102183.0,Spiriva,"COPD, Maintenance","""My husband started using Spiriva last Wednesday. He was breathing easier but by Sunday, then he began having crushing tightness in his chest, difficulty breathing, pulse rates of 111, high blood pressure and chest pain. We took him to the ER because we thought he was having a heart attack. It turned out to be a severe allergic reaction to Spiriva. He won't be using it anymore. He also had dry mouth and difficulty urinating which are also side effects.""",1.0,8-Dec-11,127.0
22632.0,Pylera,Helicobacter Pylori Infection,"""I am on day 8. Finally starting to feel some what normal again. This medicine has made me feel horrible. The first few days I was extremely agitated with crying bouts that are completely abnormal for me. My doctor told me that want a side effect, but I have seen several people mention the same issue. I still have a general feeling of being anxious and feeling ill. Nausea, vomiting, diarrhea, and headaches have all been frequent. Stool is very black. Metallic taste and dry mouth. I can say eating well before each dose and drinking water seems to have helped. I wish my doctor had given me more information,  so I was at least prepared. I won't know until 3 months if it works - for my breath test. If it works, I suppose it is worth it.""",5.0,25-Apr-15,8.0
179798.0,Adapalene / benzoyl peroxide,Acne,"""I am 32 years of age and I have tried everything I mean everything. I started using this and my skin is now amazing. Yes the first week my skin was red in the evening when I put it on but it has to me to settle at night and was fine the next morning, a bit dry but just use a good hydrating cream and serum or rosehip oil after and it settles down. After a week the redness at night dissappeared as my skin got used to it. After a week I had no new spots and my old ones were clearing up nicely. Its now been 3 months and I'm on my second bottle and can't rate this stuff enough. My skin is 99% clear apart from that once a month flare of one or two and thats it. I also use md formualtions glycolic cleanser and a hydrating serum morning and night.""",10.0,25-Nov-15,8.0
2438.0,Metformin,min),"""I consider Glucophage a successful treatment because it has been prescribed to me for ten years and I've had no adverse effects at all.  Aside from favorable blood-sugar results, I don't even feel the drug is in my system.""",8.0,26-Jan-09,125.0
224941.0,Bupropion,Smoking Cessation,"""I was prescribed Wellbutrin after breaking a dependency to prescription stimulants. I was able to break that habit but I couldn't get my head out of the fog and I continued to have cravings for adderall.  My psychiatrist said I was probably low in dopamine and Wellbutrin could increase the brain's dopamine levels.  Now, after about 1 month on 300mgs of Wellbutrin XL I can think clearly and I have no more cravings for stimulants. I thank God for this medication.""",10.0,21-Aug-16,13.0
89802.0,Celexa,Depression,"""After years of trying everything from self  medication to prescription drugs, Celexa has proven to be the best (for me). My marriage has been saved and countless friendships as well. I have no side effects on this medication and I love that. I have tried countless others and they either had terrible side effects or just did not work at all. I'm not a bit sorry I tried it, and will stay on it, as I am tired of not feeling like a whole person without it.""",10.0,10-Dec-08,355.0
185652.0,Saxenda,Obesity,"""I began taking Saxenda on 9-26-16 and I went to the doctor to weigh in 10-24-16 and I lost 9.5 pounds. I have had no side effects other than dry mouth. I feel satisfied and full when I eat small lean meals. I did not exercised at all over the 4 weeks. I am going to add exercise for month 2 and see what happens. I have less cravings and always carry an apple with me or have fruit at work to snack on between meals if hungry.""",10.0,25-Oct-16,20.0
179002.0,Victoza,"Diabetes, Type 2","""I have been taking this for three weeks now, blood sugars have never been better. Even see a 69 sometimes after eating! I am down ten lbs so far and hope it keeps going. No real side effects other than one bout of nausea and a feeling of dizziness like I got up to fast. I have cut out nighttime Lantus (30units!) and brought down morning Lantus from 70 units to 50 units. I still take metformin twice a day and one Amaryl once a day but hope to be rid of the Amaryl altogether so (I was taking it 3x a day :). After taking Byetta and not seeing a real difference in sugar lost about 6lbs and coping with the horrible heartburn. I'm loving Victoza except for the cost.""",10.0,26-Sep-11,9.0
107135.0,Implanon,Birth Control,"""I'm about two months in to having this birth control, and I love it! I had my period the first month after the insertion but don't get one anymore. I did notice hormonal changes after, but they are fading; I'm sure it's just my body getting used to it. The only complaint I have (if anyone else relates, I'm not sure) is that I'm having trouble getting wet. Hopefully this will pass as my body finished adjusting. But all in all, I would definitely recommend it!""",9.0,3-Jan-13,7.0
116161.0,Nexplanon,Birth Control,"""I got the nexplanon in October of this year and it made me evil. Like my moods were the worst. I would get so mean, I was hateful. My boyfriend couldn't stand to be around me. He had left for work for 3 weeks and I cried my eyes out, got super depressed. My anxiety hit sky high. So when my boyfriend came back I went and got it removed. I was on my period for 3 weeks. My gyno forced me to get it and treated me like a child when I wanted it removed. They thought it was a stupid decision. But since it's been out I've been better. Do NOT get the nexplanon implant. It's awful.""",1.0,19-Nov-15,0.0
106824.0,Implanon,Birth Control,"""I got my Implanon out 2 days ago after having it for the full 3 years , I loved it for the fact I didn't have to worry about it or getting pregnant, downside is I gained about 4stone and I'm only 20! It was so hard to not gain weight, hopefully now it will be easier, no acne thank God. Having a break from all contraception for a few months and get back on track.""",9.0,11-Mar-15,5.0
88806.0,Necon 1 / 35,Polycystic Ovary Syndrome,"""This was the first one I was put on after going off b.c. after college when I was able to get married and needed contraceptive. I had known for years that I had PCOS (zero periods/year) and would eventually get my diagnosis 2 months after this b.c. It was horrible. I had major mood swings, I would scream at my husband (then fiance) then all of a sudden end up bawling. I had to go off it and still have yet to find a good b.c. that works.""",2.0,8-Sep-15,6.0
124621.0,Skyla,Birth Control,"""Today I had Skyla inserted. Have been using regular birth control pills for years. Decided to try Skyla to curve my high blood pressure due to the hormones in the birth control pills. Was informed to take Misoprostol 24 hours before appointment to prepare the cervix (make the procedure easier). They said this procedure would hurt worse because I have not had any children. This procedure was surprisingly very painful for me. Would not suggest this form of birth control unless you absolutely needed this form of birth control, only because I found it very painful.""",8.0,21-May-15,6.0
194379.0,Crestor,High Cholesterol,"""I've taken most of the statins.  I ALWAYS ended up with leg cramps.  At 44, I had to have a Stent placed due to a 95% blockage.  And that's when I started seeing my cardiologist.  Upon hearing of the leg cramps, he ran a simple blood test and told me that my vitamin D was extremely low (4) and the real cause of the cramps.   I now take 50k iu of vitamin D 3x weekly.  I have NEVER had a cramp on Crestor, except when I forgot to take my vitamin D.  As soon as I started the D back up, the cramps ceased.  Even at 50k iu 3x weekly, my regulnar blood tests indicate that my vitamin D is now in the normal range (&gt;29).  And my cholesterol went from over 300 to down around 150.

If u have cramps, I recommend the D check.""",10.0,14-Sep-16,83.0
16400.0,Ethinyl estradiol / norethindrone,Birth Control,"""I was just put on this medication three weeks ago. I didn't have a problem with nausea, but I'm moody, angry, sleepy all the time, and have absolutely zero sex drive. The bloating is the worse part and the constant stomach upset and gas. My period started two weeks earlier than it should have. This medication just doesn't work for me.""",1.0,9-Feb-16,2.0
7559.0,Xanax,Anxiety,"""Hello everybody.  I'm only giving Xanax a 1 out of 10 because it doesn't seem to have any effect on me.  I've been getting it every month for a few years.  I started it back when, after taking Paxil for a decade, it started to decrease its effectiveness and my anxiety and panic attacks were beginning to re-appear.  My psych switched me to Effexor, and while we were figuring out the best dose in combination with Buspar, I was desperate to have a fast-acting solution to the panic when I felt it coming on.  He gave me Xanax, but it didn't help with the overwhelming anxiety unless I took a few of them, and even then the improvement was minimal to moderate.  When I found the magic dosage amount with the Effexor my anxiety all but disappeared..""",1.0,11-Jan-16,13.0
79402.0,Plan B One-Step,Emergency Contraception,"""So my boyfriend and me had unprotected sex May 28, I took the pill within 30-45 minutes. My period was suppose to come May 30. I had light cramping and breast were sore. But thankfully my period started June 4! All I can say is not to stress and take it easy!
Use protection yall! Pill saved me!""",8.0,2-Jul-15,8.0
226244.0,Vivelle-Dot,Primary Ovarian Failure,"""I started premature ovarian failure/menopause at 31 and I'm now  35. I was skeptic of using the patch because of the side effects so I resorted to other forms of estrogen by birth control pills and changing my diet. They seemed to only work temporarily 2-3 months at a time and then the hot flashes and night sweats came back along with irritability and no libido. I finally said enough and tried Vivelle and after 2 weeks the hot flashes and not sweats were gone. I am currently on the &quot;week off&quot; of the patch so far so good. I can say that the only side effects that I've noticed is weight gain and breast swelling. I would recommend this patch to anyone in my similar situation.""",8.0,22-Nov-14,10.0
188515.0,ParaGard,Birth Control,"""Had ParaGard inserted one month ago today. I'm 44 and gave birth twice.  Only a pinch was felt and the whole process took about 10 minutes.  I did have my period.  I took 2 Advil before the procedure.  No cramping or pain at all after. First period after the insertion was 3 days of INTENSE bleeding. Then 3-4 days of light bleeding.  Some light spotting in between periods. Boyfriend hasn't complained he feels it but I have had light bleeding after sex.  Hoping that and the heavy periods deminish after a few months.  I would definitely recommend.""",8.0,2-Jun-16,8.0
44881.0,Fluoxetine,Panic Disorde,"""Started on fluoxetine about a year ago after starting to experience panic attacks for the first time in my life after a major life change. Have dealt with social anxiety and generalized anxiety disorders without any treatment for years. Along with CBT fluoxetine has given me my life back truly, for a while I never thought I would be okay again or be able to get back to feeling normal, I convinced myself that I was having heart attacks and strokes (at 18 years old) because of the panic symptoms and I ended up at urgent care several times because of this. This medication is truly the best and I give it so much credit for getting my life back.""",9.0,30-Sep-17,4.0
100786.0,Orlistat,Obesity,"""Have just had weigh in and lost 3kgs!!!! So happy But have had bad 24 hrs with abdominal pain believe my own fault as had heavy meal when out with friends.  I know I have to be more aware! Had some stomach gremlins....and urgent visits to loo but find am not snacking as much and when I do its some nuts and mixed dried fruit instead of big bar of choc and crisps!! Am pleased with this weight loss after just 2wks and am not very mobile due to OA so will continue to update as need to lose 26kgs!""",7.0,16-Feb-16,13.0
85782.0,Ethinyl estradiol / norgestimate,Birth Control,"""I'm 24, been on it for 1 year. I have gone from 112lbs to 127lbs but have pretty clear skin other than during my period and the week after. Periods come the same day same time each month and are not too heavy. My biggest problem with this pill is my absolute lack in sex drive. Planned parenthood gave me the Nuvaring to try. Hoping it doesn't mess me up!""",8.0,4-Oct-13,9.0
172476.0,Clonazepam,Anxiety,"""Works better than the short acting benzo's like xanax and ativan. Stays in your system a good 12 hours and KEEPS my GAD at bay without having any panic attacks.""",10.0,11-May-16,21.0
181719.0,Prozac,Depression,"""On Prozac for 6 months. Never been better.""",10.0,15-Jun-10,48.0
110676.0,Duragesic,Chronic Pain,"""I was diagnosed with degenerative disk disease and osteoarthritis last year, not so bad if you're 75 but I'm 26.  I've had symptoms of this since about 14 or 15.  After 10  years my doctor finally believed me and accepted the fact that I was in real pain (this is finally after 2 well known orthopedic surgeons discussed their diagnoses with him).  He gave me Norco 7.5's, which didn't do much but introduce my liver to a lot of acetaminophen.  He then added fentanyl 50mcg/hr patch 1 every 72 hrs.""",8.0,31-Aug-13,13.0
94262.0,Trintellix,Depression,"""Taking 10mg for almost a month.

Feeling good. Was on Prozac 60mg after 10+ years.

I do not see much mention of sexual side effects mentioned.
But I notice what seems to be on this med.  Did not have any problem on the Prozac.""",8.0,23-Mar-15,26.0
126101.0,Viibryd,Depression,"""First time taking medication for depression, and so far it has helped. Had some minor symptoms such as diarrhea in the first few weeks, with an occasional restless night but other than that it is fantastic. One word of caution though is seriously don't drink too much while on Viibryd. I went out for a friends 21st and I was the one who ended up in the hospital after only a few drinks. For depression though, this medicine works miracles!""",8.0,21-Jan-13,47.0
205553.0,Pristiq,Depression,"""I'm blown away and I'm only at the end of my first week. Maybe I'm being overly optimistic but I feel amazing! Like I was meant to always feel. I've suffered with severe depression and anxiety most of my life tried many medications nothing worked and up until today I thought Pristiq wasn't for me the first few days were hell. My anxiety shot through the roof had the runs and racing pulse up until I fell asleep last night. Woke up this morning feeling a little groggy, caught the train to work. All of a sudden I feel calm and happy. Seriously this if it stays like this will change my life! I'm sweating a little but nothing too major. My vision seems clearer, I feel more focused already.""",9.0,9-Sep-12,40.0
65871.0,Propranolol,mance Anxiety,"""I have suffered from severe anxiety and panic attacks since adulthood but was too nervous about it to see a doctor. I was maid-of-honor for my best friend's wedding years ago and the thought of giving a toast in front of so many people sent me into such a strong panic attack I had to leave the reception and I'll never get that time back-biggest regret.
Recently I was asked to be maid-of-honor in another close friend's wedding and even though it's been over 10 years, all my same fears and anxieties came back. I decided to do something about it and saw my dr who prescribed propranolol. 
Long story short, the propranolol worked wonders! 20mgs 1 hour ahead and another 20 15 min ahead (plus 1 drink) and I was fine. Speech went great, MIRACLE!""",9.0,11-Oct-15,32.0
167887.0,Kariva,Birth Control,"""I would not recommend this birth control. I've been taking it for almost a year now and it just makes my period all wacky. It also makes me extremely emotional as opposed to my last brand before this which was trivora  (love trivora) after I finish this pack I'm going to stop it all together. I just cant deal with it anymore. In the beginning it was fine but as time went on it just kept getting progressively worse and my period became all out of wack now. Definitely more cons than pros. The only thing that's good is that I haven't ever had pregnancy scare. Other than that....would not recommend""",7.0,21-Dec-16,3.0
217206.0,Clarithromycin,Bronchitis,"""Prescribed this drug several years ago.  Shortly after taking it I went 5 nights without sleep and was subsequently hospitalized for a manic episode with delusions.  It took months to recover from the depression that followed.  I was on mood stabilizers for a year and a half post episode before gaining enough courage to ween off entirely.  It has been a few years now that I am clean and clear of all medications.  Mentally stable and back to working in emergency medicine.  I have since stayed far away from the entire &quot;myocin&quot; family of antibiotics for fear that I am hypersensitive.  Highly recommend staying away from this drug.""",1.0,14-Sep-17,1.0
168278.0,Rizatriptan,Migraine,"""I have suffered from migraines for at least 15 years and tried so many medications and therapies to help. Maxalt is the only thing that helps me. I have missed a day to three of work in a row from migraines and now do not have to miss any. It takes the pain away within an hour. I don't get any effects from the drug really, maybe a bit tired once and awhile. My only complaint is the wafer tastes pretty gnarly but it is worth it!""",10.0,25-Aug-15,2.0
105916.0,Atomoxetine,ADHD,"""The side effects were terrible. The first day my heart was racing so fast, I had dry mouth, headache, chills, sweating, and woke up every hour after falling asleep at 10pm. I usually sleep through the night. The 2nd day of taking Strattera my eyes were dilated and my husband said my eyes looked weird. I thought I would sleep better since I took the medicine in the morning but I was wrong. Fell asleep at 10pm, woke up sweating with a fast pulse...really fast. Woke up every 2 hours. Just terrible. The 2 days I took it I had energy to do tasks around the house but the side effects of not sleeping and my eyes dilating were too much. Plus my heart rate was all over the place.""",3.0,30-Apr-14,40.0
219698.0,Amitriptyline,Migraine Prevention,"""Worst experience I&rsquo;ve ever had on meds. The first 3 days of taking it I was a complete zombie. No exaggeration, I did not talk for an entire weekend. It basically just turned my brain off. I had no interest in saying or doing anything. Once that wore off, the worse side effects trickled in. I started feeling weak and tingling everywhere. This got worse to the point where my husband and I had to walk out of a restaurant because of the symptoms. the tingling got so bad that I thought I was either having a stroke or entering Paralysis. Stopped the meds and all symptoms went away almost instantly. It did help my migraines but frankly I&rsquo;m used to dealing/managing/living with those so I&rsquo;d rather have them than than these awful side effects!""",1.0,30-Nov-17,0.0
84341.0,Ethinyl estradiol / norgestimate,Birth Control,"""I took this pill for years...since I was probably 20. Never had any side effects or issues, was very happy with it. Kept a healthy weight (even lost some) and it helped my skin. But ultimately, it didn't do what it was supposed to. Took it like clockwork and got pregnant...""",1.0,17-Jan-17,6.0
158886.0,TriNessa,Birth Control,"""I started Trinessa because I had horrible cramps to the point where I would lay on the bathroom floor for days, and my doctor said that it would fix this. Although it lessened this symptom somewhat, I have had insane mood swings, depression, and nausea. Crying for no reason with depressing thoughts for 10-14 days is not worth a little less stomach pain every month. I'm going to try to switch brands soon.""",2.0,2-Aug-17,3.0
118950.0,Zoloft,Depression,"""I have depression and anxiety, lately more depression, from being 40, with kids, uncomfortable marriage.  Lexapro has suppressed things but I had become unemotional. On 50mg for a week now of Zoloft and the difference is incredible! I have reasonable emotions, and more energy to want to do the things I planned on but didn't do before. Sleeping is off and on a problem, has always been, but dreams are waking me up for being so vivid.  Appetite is down, I'm glad. I had been steadily gaining weight because I didn't want to do anything, but now stomach is bad and I'm scared to go anywhere.  Hoping that will go away.  Can't say much about sex, not having any.""",9.0,28-Mar-11,27.0
15498.0,Ethinyl estradiol / norethindrone,Birth Control,"""I started this birth control after my insurance stopped covering loloestrine fe.. the first 2 months of this were a breeze. I had little to no symptoms, almost like I wasn't even on birth control. I finally reached my 3rd month and I am truly horrified by my experience with this Bc. I am a sexually active woman and the symptoms I'm experiencing are making me feel like I may be pregnant even though I am not. It started with severe constipation, frequent urination, loss of appetite all together, nausea ALL DAY EVERY DAY mostly at night. I truly can't take it anymore and I decided to stop this Bc last night in hopes of the nausea stopping. If you are feeling this way please go to your gyno and seek a new pill. It's truly not worth this feeling""",2.0,23-Dec-16,10.0
123600.0,Skyla,Birth Control,"""I'm 20 years old, I've had Skyla for a year now. When I first got Skyla inserted by my gynecologist it was very painful. The pain feels like long major cramps while on your period but slightly worse. I did not take any medication before my appointment because my gynecologist said it wouldn't be that bad. I highly recommend taking some kind of pain medication before you get Skyla or any IUD. My cramps were so painful right after the insertion I had hot and cold flashes. My doctor noticed right away my oxygen levels were low and then I was given an oxygen mask. After my appointment I had painful cramps for three days and spotting for three months. After three months of spotting my period became normal. Periods get lighter every month.""",7.0,12-Jul-17,0.0
44829.0,Axert,Migraine,"""Had the beginning of migraine on a night shift. Took 1 tablet and within 15 minutes I could function again, with none of the stated side effects""",9.0,16-Oct-15,7.0
68726.0,Medroxyprogesterone,Abnormal Uterine Bleeding,"""I took the depo once because my mom wanted me on it as I  was going into college. I was not sexually active and didn't want it. I got it anyways. I received my one and only injection in June, and had the WORST hormonal period of my life after two months of not bleeding. That period was 3 weeks long. After that one, I didn't bleed for another 2 months. Now, I've been bleeding for a month and a half and have gone through two bags of pads. It's depressing and emotional that I can't be like I was before. I can't even enjoy any type of sexual contact with my boyfriend. I highly recommend NOT getting this shot, it's ruined my life.""",1.0,31-Dec-16,15.0
155439.0,Metronidazole,Bacterial Infection,"""I get reoccurring Bacterial Vaginitis. This medication is the only one that works. I've used tea tree oil suppositories, &amp; 500mg boric acid suppositories. You can possibly get a yeast infection if you are sensitive. Boric acid suppositories are the only thing that works for clearing up a yeast infection. Bacteria that cause Bacterial Vaginits can be held in the urethra of a man so I would be aware of reoccurring infections with the same partner. Maybe get him treated also. Keep your sugar intake low. Strengthen your immune system.  The gel is more expensive but seems to be soothing. The pills will get you well but do NOT ingest alcohol at all or you will get violently ill. I forgot at a work function once, never again!""",10.0,2-Feb-15,7.0
59823.0,NuvaRing,Birth Control,"""I have weight gain. It has almost ruined my relationship. I got in a few huge arguments with my boyfriend. I didn't know what was wrong with me. I just feel unbalanced. It is better than most birth controls. I've tried the IUD but I gained weight to much to quick.""",6.0,14-Feb-16,3.0
99867.0,Magnesium sulfate / potassium sulfate / sodium sulfate,Bowel Preparation,"""This stuff is the worst!!! It's disgusting!! Took 1st dose at four today within a few moments of drinking it about half way through I started vomiting some...I take 2nd dose at midnight, not sure I will be able to get it down let alone hold it down. Surely it doesn't have to taste so horrible just because it's a bowel prep. The taste is awful and gross, it's very salty and well NASTY!!!
It did work within ten minutes and I sit for two hours off and on and the sounds my stomach made was unbelievable!!""",10.0,11-Mar-16,8.0
139943.0,Climara Pro,Postmenopausal Symptoms,"""This seems to work pretty well, but is so hard to use I am looking for an alternative. The plastic backing usually comes off 1/2 of the patch fairly well, and the rest is a struggle. I end up with a stretched and creased patch which irritates the skin unnecessarily. Why can't they fix this? Complained about it years ago - as ha withers - but no improvement.""",5.0,27-Sep-17,2.0
70192.0,Triumeq,HIV Infection,"""I was diagnosed in 2007 and had since never had a viral load over 500, the last 3 years no viral loads over 100.. So this is my first time on treatment since being infected.  I started taking Triumeq as I wanted to prevent further damage to my immune system.  So far it's been great, no serious side effects.  And one month after taking my viral load was undetectable.  My only complaint is the cost... Which quickly took care of my out of pocket maximum.""",10.0,24-Dec-15,9.0
64574.0,Sertraline,Depression,"""My depression began slowly at first, then all at once I couldn't bear myself anymore. I am a sophomore in college (female). In the evenings and going on into the night, my mood dropped so fast and I would get so sad over nothing. After talking to a counsellor, and making the tough choice to medicate, she put me on a starting dose of 50 MG Zoloft. After taking the first pill, I was doing some research and had myself so freaked out that night that the side effects would be awful. I was so worried I would have to skip work or class. I have been on the medication a few weeks now and I had zero problems! I could not be more impressed. My moods are already stabilizing and I feel so much better already! Good luck to anyone starting!!""",8.0,2-Feb-16,125.0
53799.0,Zipsor,Pain,"""This is a fantastic medicine if you suffer from classic migraine with aura.  I take it as soon as I feel a migraine coming, and Zipsor stops the migraine in 15 minutes (at the longest 30 mins). It does not leave me in a weird fog like Zomig or Imitrex.  Zomig is a wonderful alternative to Triptans.""",10.0,25-Apr-14,21.0
146680.0,Ortho-Novum 7 / 7 / 7,Abnormal Uterine Bleeding,"""Works well for heavy periods.""",8.0,29-Jun-09,8.0
26604.0,Sprintec,Birth Control,"""I have been on this pill for only two weeks now.  I absolutely can not get full and I want to eat everything.  Before I got back on the pill I had been losing weight and could control my eating, but now I can't get enough.  I have gained 4lbs in just 2 weeks.  My mood is terrible so far, unhappy and tearful most of the time.  I had taken this birth control years ago but I don't remember having any problem then.""",5.0,2-Mar-12,3.0
39943.0,Contrave,Obesity,"""I started taking contrave 2 weeks ago to treat overeating and lose weight. For the first 2 days have been taking 1 pill in the morning and it caused nausea, so shifted the pill to the evening (together with a bigger meal). By the end of the first week nausea stopped. The effect of the medication became detectable after first week: decreased feeling of hunger, I stopped overeating, cravings decreased, too. In addition, my mood improved. I had problems with depression and lack of sexual drive previously and have suddenly discovered that I feel much more pleasure when having sex now when I'm on contrave. That is a nice addition.
So far I had no side effects except nausea, and after 2 weeks I feel no side effects.""",9.0,10-Aug-15,10.0
